screen_time,sleep_hours,stress_level,mental_health_status,sleep_quality,productivity,wellness_index
6.69,6.28,High,Good,,,
9.92,8.7,High,Poor,,,
7.22,8.46,High,Good,,,
8.29,4.75,Medium,Good,,,
4.17,6.74,High,Excellent,,,
13.35,4.82,High,Excellent,,,
11.07,7.79,Low,Excellent,,,
1.92,5.12,Low,Excellent,,,
5.09,6.42,High,Poor,,,
9.77,8.84,Medium,Poor,,,
9.55,5.47,High,Fair,,,
3.22,5.93,Medium,Fair,,,
8.01,6.41,High,Excellent,,,
7.44,6.89,Low,Excellent,,,
6.68,7.88,Medium,Poor,,,
14.09,5.73,Low,Poor,,,
8.97,4.36,Low,Poor,,,
3.59,5.88,High,Excellent,,,
8.26,7.87,Medium,Fair,,,
9.26,4.22,Medium,Good,,,
8.69,7.72,Medium,Poor,,,
1.55,4.45,High,Poor,,,
5.57,5.6,Low,Good,,,
4.84,6.09,Low,Good,,,
11.91,6.65,High,Excellent,,,
7.85,4.01,High,Excellent,,,
14.95,5.99,High,Poor,,,
8.72,4.98,Medium,Good,,,
10.8,8.72,High,Poor,,,
10.44,7.1,High,Good,,,
3.4,4.56,Medium,Excellent,,,
4.81,4.87,Medium,Excellent,,,
13.21,5.91,Low,Fair,,,
8.94,7.14,High,Excellent,,,
3.33,7.99,Low,Poor,,,
5.73,5.68,Medium,Fair,,,
6.12,4.56,Low,Fair,,,
10.54,6.61,High,Fair,,,
1.15,4.58,Low,Poor,,,
11.36,4.82,Low,Poor,,,
1.54,8.18,High,Poor,,,
11.46,6.53,High,Poor,,,
4.52,7.67,Low,Excellent,,,
11.33,6.84,High,Poor,,,
7.88,8.29,Low,Fair,,,
3.88,5.46,Medium,Fair,,,
4.72,4.29,Low,Good,,,
2.26,4.96,Medium,Excellent,,,
6.56,7.32,Medium,Fair,,,
5.73,8.92,Medium,Good,,,
2.11,7.99,Medium,Poor,,,
8.17,5.23,Low,Excellent,,,
14.83,5.75,Medium,Poor,,,
7.63,7.89,Medium,Good,,,
7.09,4.87,Medium,Excellent,,,
10.08,6.53,Low,Fair,,,
4.88,5.07,Medium,Excellent,,,
13.29,5.29,Medium,Excellent,,,
2.47,7.03,High,Fair,,,
13.6,6.19,Medium,Poor,,,
2.43,6.91,Medium,Fair,,,
7.16,6.61,Medium,Excellent,,,
12.43,7.32,Medium,Good,,,
2.19,4.03,Low,Good,,,
10.7,8.31,High,Excellent,,,
9.52,6.87,High,Poor,,,
3.9,8.4,Medium,Poor,,,
6.03,5.92,Low,Fair,,,
10.88,4.36,Medium,Excellent,,,
6.98,4.76,Low,Poor,,,
8.77,6.26,Low,Good,,,
2.18,6.65,Medium,Fair,,,
11.68,5.86,Low,Excellent,,,
2.96,8.67,Medium,Fair,,,
4.89,5.01,Medium,Fair,,,
1.16,5.17,Low,Poor,,,
8.01,5.69,Low,Fair,,,
11.93,7.61,Low,Fair,,,
12.71,7.29,High,Poor,,,
5.35,6.57,Medium,Excellent,,,
14.74,8.75,Low,Fair,,,
4.09,6.33,High,Excellent,,,
7.74,7.7,Medium,Good,,,
4.9,5.3,Medium,Excellent,,,
4.35,7.71,Low,Excellent,,,
5.85,4.42,Medium,Fair,,,
9.24,5.03,High,Excellent,,,
13.74,6.08,Medium,Good,,,
13.11,5.8,Low,Excellent,,,
7.54,7.72,High,Poor,,,
7.08,8.17,Medium,Good,,,
12.85,8.59,Medium,Excellent,,,
12.31,5.09,Medium,Good,,,
5.38,8.37,Medium,Excellent,,,
8.49,7.02,Low,Poor,,,
8.41,7.98,High,Fair,,,
13.01,7.67,High,Fair,,,
7.59,5.94,Low,Fair,,,
8.05,4.21,High,Poor,,,
3.33,8.21,Medium,Excellent,,,
6.44,5.22,Medium,Good,,,
2.42,8.79,Low,Fair,,,
12.99,4.2,High,Excellent,,,
9.49,7.04,High,Good,,,
11.76,4.45,Medium,Good,,,
8.16,7.14,Medium,Poor,,,
2.46,8.28,Medium,Good,,,
5.05,7.0,High,Excellent,,,
4.42,7.0,High,Excellent,,,
5.66,8.66,High,Excellent,,,
1.81,8.94,Low,Poor,,,
8.58,6.73,Low,Good,,,
3.61,5.77,Low,Good,,,
9.76,4.96,High,Excellent,,,
7.46,8.69,Low,Poor,,,
4.36,5.31,High,Poor,,,
11.62,4.09,High,Fair,,,
5.24,5.99,High,Good,,,
2.42,4.91,Medium,Good,,,
12.76,6.57,High,Fair,,,
9.2,5.63,High,Excellent,,,
9.29,8.28,High,Good,,,
11.78,4.22,Low,Poor,,,
14.21,6.06,Medium,Fair,,,
6.71,7.91,Medium,Excellent,,,
10.81,8.72,Medium,Good,,,
1.27,5.07,High,Good,,,
6.82,4.31,Medium,Poor,,,
13.87,7.04,Low,Poor,,,
2.48,6.38,Medium,Fair,,,
11.93,8.69,Low,Excellent,,,
7.62,4.06,High,Poor,,,
13.91,6.38,High,Fair,,,
1.42,6.69,Medium,Fair,,,
11.59,7.65,Low,Fair,,,
1.95,8.55,High,Fair,,,
11.38,7.9,High,Fair,,,
6.52,6.14,Low,Good,,,
1.43,4.69,High,Poor,,,
6.53,4.14,Medium,Excellent,,,
11.18,4.73,Low,Poor,,,
5.33,6.73,Medium,Excellent,,,
10.35,4.35,High,Poor,,,
11.68,6.87,Low,Good,,,
12.58,6.02,Low,Good,,,
3.55,4.34,Medium,Good,,,
11.46,6.61,Medium,Excellent,,,
13.88,5.66,High,Poor,,,
10.68,4.93,Medium,Good,,,
1.4,5.61,High,Fair,,,
14.19,5.21,Medium,Poor,,,
12.02,8.26,Low,Excellent,,,
6.99,4.26,High,Good,,,
6.1,7.59,Medium,Excellent,,,
9.95,5.15,High,Fair,,,
5.36,8.25,Low,Fair,,,
2.67,7.91,High,Poor,,,
2.14,7.0,Medium,Poor,,,
2.04,5.74,Medium,Fair,,,
2.57,5.15,Medium,Fair,,,
4.79,5.68,Low,Poor,,,
2.03,6.55,Medium,Good,,,
5.95,8.92,Low,Good,,,
8.58,5.17,Low,Poor,,,
4.57,7.51,Low,Fair,,,
7.61,6.49,High,Excellent,,,
10.02,8.6,Medium,Excellent,,,
12.87,8.59,Medium,Fair,,,
3.42,4.77,High,Excellent,,,
6.7,4.54,Low,Fair,,,
2.03,6.63,Medium,Excellent,,,
2.99,7.01,High,Good,,,
13.35,6.66,Medium,Excellent,,,
7.61,7.59,High,Fair,,,
5.88,4.31,Medium,Excellent,,,
9.59,7.97,Low,Good,,,
4.68,4.61,Low,Good,,,
2.29,5.49,High,Poor,,,
7.75,8.43,Medium,Good,,,
6.61,7.26,Low,Poor,,,
1.8,5.39,High,Good,,,
8.56,6.1,High,Fair,,,
5.9,5.83,Low,Good,,,
2.23,4.69,Low,Excellent,,,
5.13,4.21,High,Poor,,,
14.29,8.34,Low,Fair,,,
11.0,7.11,Low,Fair,,,
12.58,5.51,High,Good,,,
14.62,8.85,Low,Good,,,
11.67,4.02,Low,Poor,,,
3.23,7.59,Low,Excellent,,,
6.15,6.7,High,Excellent,,,
13.24,4.15,High,Poor,,,
3.97,7.99,Low,Good,,,
9.71,5.16,Low,Fair,,,
1.47,4.28,Low,Excellent,,,
1.09,5.61,High,Poor,,,
14.59,6.96,High,Fair,,,
14.61,4.6,Low,Fair,,,
7.6,5.61,High,Fair,,,
11.19,5.67,Medium,Poor,,,
1.41,8.05,Medium,Poor,,,
13.59,5.54,Low,Good,,,
5.35,8.17,Low,Fair,,,
1.61,5.02,Medium,Fair,,,
3.46,8.43,High,Excellent,,,
7.51,7.53,Medium,Good,,,
6.16,5.51,Low,Poor,,,
6.53,4.96,Low,Good,,,
10.85,6.81,High,Good,,,
4.03,5.69,Low,Excellent,,,
5.31,5.06,Medium,Good,,,
6.78,4.61,Low,Good,,,
2.82,7.92,High,Good,,,
12.29,5.94,High,Excellent,,,
10.36,6.74,Medium,Excellent,,,
1.88,7.61,Medium,Excellent,,,
13.92,6.02,Medium,Fair,,,
14.29,6.46,High,Excellent,,,
5.04,5.67,Medium,Poor,,,
11.78,8.19,High,Fair,,,
8.09,8.61,High,Poor,,,
9.14,5.52,High,Poor,,,
9.05,8.18,High,Excellent,,,
7.36,5.05,Medium,Good,,,
9.8,8.26,Medium,Excellent,,,
10.82,8.41,Medium,Fair,,,
1.21,8.33,High,Excellent,,,
4.71,8.21,Low,Good,,,
7.53,5.6,Medium,Fair,,,
1.81,4.07,Low,Fair,,,
9.56,7.14,High,Poor,,,
10.33,6.29,Medium,Excellent,,,
14.21,6.61,Low,Excellent,,,
3.71,6.81,High,Excellent,,,
12.45,7.12,High,Good,,,
8.03,6.65,High,Good,,,
13.56,5.69,Medium,Fair,,,
1.45,7.48,Medium,Poor,,,
13.61,5.89,Low,Excellent,,,
1.83,5.68,High,Excellent,,,
2.34,7.81,Low,Poor,,,
14.56,8.68,High,Good,,,
2.27,4.42,Low,Poor,,,
2.96,6.67,High,Fair,,,
12.69,7.95,High,Poor,,,
13.18,5.31,Low,Good,,,
13.3,4.73,Low,Poor,,,
12.26,5.93,Medium,Good,,,
4.22,4.21,Low,Excellent,,,
3.2,7.18,High,Poor,,,
14.89,5.26,Low,Poor,,,
13.24,6.8,Low,Poor,,,
5.91,8.86,Low,Good,,,
7.38,5.43,Low,Poor,,,
8.03,7.59,Low,Fair,,,
5.31,4.69,Low,Excellent,,,
12.27,4.31,High,Fair,,,
4.31,4.54,High,Poor,,,
8.47,7.85,High,Excellent,,,
7.51,5.39,High,Fair,,,
13.8,8.91,Low,Excellent,,,
10.98,6.17,Low,Good,,,
13.64,4.83,Low,Good,,,
3.72,8.3,Medium,Fair,,,
14.29,7.2,High,Fair,,,
13.38,4.99,Medium,Fair,,,
12.54,6.09,Low,Fair,,,
5.39,8.62,High,Good,,,
5.68,7.19,High,Excellent,,,
1.75,8.75,High,Fair,,,
3.9,6.86,Medium,Excellent,,,
3.8,4.65,Medium,Poor,,,
5.87,8.41,Medium,Excellent,,,
2.85,4.14,High,Fair,,,
1.91,6.94,Low,Excellent,,,
6.98,6.83,High,Good,,,
3.04,6.67,Medium,Fair,,,
2.32,7.92,High,Poor,,,
6.52,5.4,Medium,Good,,,
5.05,8.2,Low,Fair,,,
10.19,5.23,High,Poor,,,
8.12,6.67,Low,Fair,,,
5.42,8.37,Medium,Fair,,,
14.8,7.21,Low,Fair,,,
10.16,8.94,Low,Poor,,,
3.76,7.01,Low,Fair,,,
7.66,8.23,High,Excellent,,,
5.04,5.69,Low,Excellent,,,
7.95,4.0,Low,Excellent,,,
9.22,7.19,High,Fair,,,
15.0,5.97,Medium,Good,,,
9.42,4.37,Low,Fair,,,
1.92,7.56,High,Good,,,
6.99,5.5,Medium,Poor,,,
5.35,6.67,Low,Poor,,,
7.54,8.38,Medium,Poor,,,
12.46,8.31,High,Excellent,,,
5.17,4.29,Medium,Excellent,,,
3.53,6.32,Low,Good,,,
4.36,4.19,Low,Poor,,,
10.36,5.9,Low,Poor,,,
11.46,4.62,Low,Excellent,,,
3.33,5.22,High,Fair,,,
10.44,8.98,Medium,Fair,,,
10.6,6.92,Low,Good,,,
7.47,5.32,Low,Excellent,,,
13.6,7.79,Low,Fair,,,
6.12,5.71,Low,Fair,,,
4.6,5.51,Low,Poor,,,
7.88,5.4,High,Good,,,
1.88,5.06,Medium,Good,,,
5.47,5.86,Low,Fair,,,
9.54,8.63,High,Poor,,,
7.64,5.59,Medium,Poor,,,
10.7,7.34,Low,Excellent,,,
10.13,4.29,High,Fair,,,
13.34,6.41,Low,Poor,,,
13.5,5.81,Medium,Poor,,,
1.78,6.84,Medium,Good,,,
4.77,8.08,High,Excellent,,,
2.29,7.37,Medium,Excellent,,,
7.6,7.14,Low,Excellent,,,
7.64,5.87,High,Excellent,,,
14.85,8.0,Low,Good,,,
13.91,6.68,Medium,Excellent,,,
3.81,4.48,Medium,Good,,,
7.17,6.67,High,Poor,,,
8.4,7.64,Low,Poor,,,
12.15,5.73,Medium,Good,,,
5.02,7.08,Medium,Poor,,,
5.98,5.32,High,Excellent,,,
5.13,4.9,Low,Excellent,,,
7.53,5.27,Medium,Good,,,
12.15,7.38,High,Good,,,
1.39,7.04,Low,Excellent,,,
1.52,6.03,High,Good,,,
6.33,5.0,Medium,Poor,,,
1.94,5.59,Low,Excellent,,,
12.27,4.6,Low,Fair,,,
3.54,5.37,Low,Good,,,
4.92,8.46,Medium,Fair,,,
2.39,5.24,High,Poor,,,
2.93,6.56,High,Fair,,,
2.74,6.26,Low,Good,,,
7.3,7.28,Low,Excellent,,,
8.53,6.78,High,Poor,,,
12.2,8.32,Low,Fair,,,
3.98,5.56,Medium,Excellent,,,
5.48,7.95,Medium,Good,,,
10.05,6.62,Low,Poor,,,
3.69,4.17,Medium,Poor,,,
14.61,4.48,High,Good,,,
14.48,4.06,High,Good,,,
4.41,6.69,Low,Excellent,,,
11.34,7.95,Low,Excellent,,,
1.91,8.03,Low,Excellent,,,
12.21,5.87,High,Excellent,,,
2.66,7.18,Medium,Excellent,,,
10.78,4.88,Low,Good,,,
12.36,7.45,High,Poor,,,
1.43,4.58,Medium,Poor,,,
14.15,6.12,Medium,Fair,,,
14.7,4.07,Medium,Fair,,,
7.23,8.97,Medium,Fair,,,
14.56,7.46,Medium,Fair,,,
7.67,6.85,Low,Good,,,
6.79,7.0,Low,Excellent,,,
8.95,7.56,High,Fair,,,
4.93,7.64,Low,Excellent,,,
4.25,8.43,Low,Poor,,,
10.83,8.5,High,Good,,,
4.4,6.19,High,Fair,,,
5.6,8.26,Low,Excellent,,,
6.08,4.63,Low,Poor,,,
13.52,8.69,Low,Fair,,,
8.31,5.47,High,Poor,,,
13.7,7.28,High,Excellent,,,
10.15,6.98,High,Fair,,,
14.44,5.31,Low,Excellent,,,
7.56,8.47,Medium,Excellent,,,
5.76,8.16,Medium,Poor,,,
12.84,6.28,Low,Good,,,
4.95,6.66,Low,Fair,,,
2.76,8.99,Low,Excellent,,,
14.98,5.56,Low,Excellent,,,
3.24,7.91,High,Excellent,,,
9.82,4.11,Medium,Excellent,,,
1.54,4.96,High,Fair,,,
12.43,4.19,Low,Poor,,,
12.16,5.65,High,Excellent,,,
13.61,6.74,High,Poor,,,
3.29,7.05,Medium,Poor,,,
2.09,7.94,Medium,Good,,,
8.94,6.55,Low,Poor,,,
1.94,6.88,Low,Poor,,,
15.0,6.33,Medium,Poor,,,
3.97,5.47,High,Excellent,,,
1.08,6.19,High,Good,,,
7.99,5.18,Medium,Excellent,,,
2.67,5.78,Low,Good,,,
7.69,4.95,Medium,Poor,,,
5.31,6.76,Medium,Good,,,
14.33,5.72,Medium,Excellent,,,
11.74,6.54,High,Excellent,,,
12.84,7.46,Medium,Excellent,,,
2.34,5.78,High,Good,,,
6.62,7.21,Medium,Excellent,,,
14.63,6.57,Low,Poor,,,
1.88,5.38,Low,Poor,,,
4.7,6.56,Low,Poor,,,
14.39,7.66,Medium,Fair,,,
11.79,5.26,Low,Poor,,,
10.24,7.84,High,Fair,,,
3.68,7.79,High,Poor,,,
14.83,4.45,Medium,Excellent,,,
1.82,5.82,Medium,Excellent,,,
6.74,7.2,Low,Good,,,
9.26,7.17,Low,Fair,,,
12.95,4.56,High,Excellent,,,
3.71,7.97,High,Fair,,,
14.03,6.36,High,Excellent,,,
4.74,6.85,Low,Excellent,,,
11.72,8.52,Low,Fair,,,
5.39,5.51,High,Poor,,,
1.8,5.76,High,Poor,,,
1.17,5.73,Medium,Good,,,
1.9,6.57,Medium,Fair,,,
6.36,7.98,High,Excellent,,,
1.49,4.37,Low,Fair,,,
14.06,8.56,Low,Excellent,,,
6.39,5.8,High,Poor,,,
12.74,8.0,High,Good,,,
4.34,5.8,High,Good,,,
5.97,5.06,Medium,Excellent,,,
9.0,7.37,Medium,Poor,,,
13.9,8.97,High,Fair,,,
2.4,6.02,Medium,Good,,,
12.99,5.9,Low,Good,,,
8.31,8.0,High,Fair,,,
13.56,6.75,Medium,Poor,,,
8.81,8.74,Medium,Fair,,,
8.69,4.94,High,Excellent,,,
14.58,8.68,Low,Fair,,,
10.99,6.32,Low,Fair,,,
13.18,8.58,Medium,Good,,,
13.93,6.84,High,Fair,,,
12.65,4.84,High,Fair,,,
12.84,7.69,Medium,Fair,,,
1.11,5.01,Medium,Fair,,,
11.61,7.81,Low,Fair,,,
4.22,7.96,Medium,Excellent,,,
3.47,7.35,Medium,Fair,,,
8.22,7.71,High,Fair,,,
1.1,7.01,Medium,Excellent,,,
2.4,8.45,High,Fair,,,
5.44,7.61,High,Good,,,
13.17,7.97,Low,Poor,,,
14.98,4.92,Medium,Poor,,,
10.58,4.48,Medium,Good,,,
6.21,5.67,Medium,Excellent,,,
9.83,6.5,High,Poor,,,
14.35,7.63,Medium,Poor,,,
7.76,6.59,Medium,Fair,,,
7.17,8.72,Medium,Good,,,
1.41,8.46,Medium,Fair,,,
12.08,8.65,Low,Good,,,
14.42,6.24,Low,Poor,,,
6.2,5.5,Medium,Good,,,
1.14,6.63,Low,Fair,,,
1.84,4.21,Medium,Fair,,,
12.79,7.47,Medium,Fair,,,
7.95,4.05,Medium,Fair,,,
9.92,8.38,High,Poor,,,
14.0,8.51,Low,Good,,,
5.18,4.31,Medium,Fair,,,
5.64,5.96,Low,Poor,,,
13.67,8.3,High,Excellent,,,
7.25,8.58,Low,Fair,,,
4.27,5.71,Low,Poor,,,
8.51,4.77,Low,Excellent,,,
8.05,7.08,Medium,Fair,,,
11.84,7.73,Medium,Poor,,,
3.54,8.05,Low,Poor,,,
4.87,4.85,High,Excellent,,,
9.72,4.45,Low,Excellent,,,
9.55,4.73,High,Good,,,
8.43,4.11,Low,Fair,,,
14.55,6.49,Low,Good,,,
10.46,5.58,High,Poor,,,
10.89,5.08,High,Fair,,,
2.66,8.91,Medium,Good,,,
14.06,4.05,Low,Good,,,
10.04,6.48,Low,Poor,,,
13.6,8.43,Medium,Excellent,,,
7.85,5.84,Medium,Poor,,,
14.26,4.19,Low,Fair,,,
11.68,5.58,Low,Excellent,,,
10.74,5.8,High,Good,,,
2.6,7.23,High,Good,,,
5.26,5.79,High,Fair,,,
5.41,8.92,Low,Poor,,,
1.73,8.63,High,Poor,,,
12.3,8.76,Medium,Good,,,
2.84,6.34,Low,Poor,,,
8.76,4.7,Medium,Poor,,,
9.06,7.53,High,Good,,,
9.27,8.82,Low,Good,,,
11.29,6.31,High,Excellent,,,
4.83,7.07,High,Fair,,,
7.18,4.07,Low,Poor,,,
12.59,4.7,High,Fair,,,
14.02,6.0,Medium,Good,,,
1.15,5.74,High,Fair,,,
7.11,7.94,Medium,Fair,,,
2.25,5.91,Medium,Fair,,,
5.04,4.65,Medium,Fair,,,
6.43,6.94,Low,Excellent,,,
2.32,8.66,High,Poor,,,
3.8,7.57,High,Fair,,,
3.9,8.27,Low,Excellent,,,
3.86,5.21,Low,Poor,,,
4.28,6.24,Low,Poor,,,
1.74,4.58,Low,Good,,,
8.13,8.07,High,Good,,,
2.71,4.43,Low,Excellent,,,
12.46,7.65,Low,Poor,,,
14.39,7.0,Low,Good,,,
12.38,5.42,Medium,Good,,,
7.61,5.43,High,Good,,,
11.91,4.29,High,Poor,,,
8.26,4.6,Low,Poor,,,
14.13,5.8,Low,Good,,,
8.42,7.13,Low,Poor,,,
8.53,8.05,High,Poor,,,
6.86,8.28,Medium,Good,,,
10.58,5.12,Low,Poor,,,
12.9,8.59,Low,Fair,,,
11.47,8.9,Low,Fair,,,
13.22,8.58,High,Fair,,,
12.9,8.05,Low,Excellent,,,
2.41,6.49,Medium,Fair,,,
3.66,8.6,Medium,Excellent,,,
1.44,5.03,High,Poor,,,
8.44,5.83,High,Fair,,,
2.35,5.82,Low,Fair,,,
4.84,5.29,Medium,Fair,,,
8.87,7.18,High,Excellent,,,
13.64,6.56,Medium,Poor,,,
1.25,8.62,Low,Fair,,,
13.88,4.99,Medium,Fair,,,
3.88,5.62,High,Excellent,,,
12.31,7.63,High,Good,,,
3.05,5.07,Medium,Excellent,,,
5.83,8.79,Low,Good,,,
6.41,4.36,Medium,Good,,,
7.12,5.22,Medium,Fair,,,
5.18,6.31,Medium,Good,,,
13.21,5.64,High,Good,,,
10.36,7.95,Low,Good,,,
5.22,8.65,High,Fair,,,
5.83,4.57,High,Poor,,,
5.91,4.03,Low,Poor,,,
4.42,8.15,High,Fair,,,
7.61,8.5,High,Good,,,
9.71,4.11,Medium,Fair,,,
3.51,4.12,High,Excellent,,,
7.81,6.71,Low,Poor,,,
7.68,8.61,Low,Fair,,,
14.21,8.85,Medium,Excellent,,,
3.27,4.22,High,Excellent,,,
5.43,6.36,Medium,Excellent,,,
13.63,6.39,High,Good,,,
4.2,6.62,High,Poor,,,
6.67,6.3,High,Good,,,
14.52,4.48,Low,Good,,,
7.11,6.08,Medium,Good,,,
13.41,4.47,Low,Fair,,,
7.72,5.38,High,Excellent,,,
10.72,7.21,Low,Poor,,,
10.39,6.36,Medium,Poor,,,
13.12,7.1,High,Good,,,
6.09,7.17,High,Fair,,,
1.29,6.22,Medium,Excellent,,,
9.07,5.31,Low,Excellent,,,
13.91,5.82,Low,Good,,,
4.5,6.24,High,Fair,,,
13.91,6.08,Low,Excellent,,,
1.58,8.17,Low,Good,,,
10.5,5.82,High,Good,,,
4.48,7.4,High,Good,,,
14.08,4.63,Low,Excellent,,,
11.97,5.2,Low,Fair,,,
10.41,4.99,Medium,Good,,,
12.91,8.15,High,Excellent,,,
9.56,7.38,Low,Poor,,,
6.16,6.09,Medium,Good,,,
13.43,8.93,Medium,Good,,,
12.85,7.19,Low,Poor,,,
9.56,8.42,High,Good,,,
3.29,6.06,Low,Excellent,,,
4.52,6.22,High,Poor,,,
1.96,4.77,High,Excellent,,,
14.39,8.93,Low,Good,,,
6.46,7.6,Medium,Fair,,,
9.55,4.65,Medium,Poor,,,
8.12,7.81,High,Excellent,,,
12.82,6.06,High,Excellent,,,
9.99,8.48,High,Excellent,,,
10.5,7.54,Low,Poor,,,
8.07,8.65,High,Excellent,,,
13.05,5.78,High,Good,,,
10.62,4.09,High,Excellent,,,
9.04,8.48,Low,Fair,,,
14.12,4.92,High,Excellent,,,
8.4,8.67,Medium,Excellent,,,
2.57,5.28,Low,Fair,,,
12.37,8.04,Medium,Poor,,,
2.3,7.66,Medium,Good,,,
12.43,4.9,High,Poor,,,
2.17,8.08,Medium,Good,,,
8.3,5.54,High,Poor,,,
1.18,4.19,Medium,Poor,,,
4.71,4.35,High,Poor,,,
13.03,5.99,Low,Excellent,,,
14.4,4.53,Low,Poor,,,
8.9,5.97,High,Good,,,
9.88,5.38,Medium,Poor,,,
9.67,8.77,Low,Excellent,,,
1.44,4.14,Low,Good,,,
9.67,4.72,High,Poor,,,
11.53,4.51,High,Fair,,,
14.79,5.5,Medium,Good,,,
1.03,5.67,Low,Fair,,,
11.42,4.18,High,Poor,,,
1.2,7.1,Medium,Poor,,,
6.62,8.49,Low,Poor,,,
12.66,8.39,Medium,Poor,,,
13.54,7.5,Medium,Fair,,,
4.75,4.78,Low,Good,,,
8.95,7.04,High,Excellent,,,
4.62,4.74,Medium,Poor,,,
7.82,8.99,Medium,Poor,,,
14.89,5.49,High,Good,,,
5.94,5.65,Medium,Good,,,
2.77,7.81,High,Poor,,,
7.23,4.07,High,Poor,,,
9.24,5.42,Low,Fair,,,
7.15,6.92,Medium,Good,,,
14.43,8.8,Low,Fair,,,
13.61,8.26,Low,Fair,,,
3.42,8.03,Medium,Excellent,,,
1.15,6.78,Low,Excellent,,,
4.63,6.63,Low,Excellent,,,
5.55,4.11,Medium,Fair,,,
1.27,7.49,Low,Poor,,,
5.06,7.47,Low,Excellent,,,
4.45,7.53,Low,Poor,,,
9.76,4.33,Medium,Excellent,,,
8.89,7.21,Low,Poor,,,
3.89,5.75,Medium,Good,,,
4.98,5.68,High,Fair,,,
1.21,8.59,Low,Good,,,
7.56,4.26,High,Fair,,,
3.48,8.66,High,Poor,,,
11.08,5.32,High,Good,,,
3.68,7.54,Low,Good,,,
14.76,8.43,High,Good,,,
14.7,8.82,Low,Excellent,,,
14.59,8.01,Medium,Fair,,,
2.36,4.47,Low,Excellent,,,
8.46,8.22,Medium,Fair,,,
11.89,8.3,Low,Good,,,
7.73,4.46,Low,Good,,,
6.5,7.97,Low,Excellent,,,
6.35,8.94,High,Poor,,,
10.23,5.82,Low,Excellent,,,
2.37,8.53,High,Good,,,
3.44,8.54,Medium,Excellent,,,
8.5,8.45,Medium,Fair,,,
12.2,4.09,Low,Good,,,
14.44,6.82,Medium,Good,,,
11.17,4.43,Medium,Fair,,,
5.49,8.1,Low,Excellent,,,
7.23,7.67,Medium,Poor,,,
9.72,4.79,Low,Good,,,
1.98,8.94,Low,Excellent,,,
12.6,7.49,Low,Good,,,
10.87,5.59,High,Poor,,,
5.99,4.02,High,Fair,,,
3.92,8.32,High,Good,,,
4.55,5.3,High,Excellent,,,
3.12,4.36,Low,Excellent,,,
7.44,6.87,Medium,Excellent,,,
7.84,7.07,Low,Good,,,
9.92,5.41,High,Good,,,
8.48,6.3,Medium,Fair,,,
12.76,7.5,Low,Excellent,,,
2.34,5.17,Medium,Excellent,,,
3.88,8.99,High,Fair,,,
14.63,5.72,Medium,Fair,,,
8.82,5.44,Medium,Good,,,
11.34,8.42,Low,Poor,,,
11.72,8.89,Low,Good,,,
1.64,4.56,High,Poor,,,
7.15,5.74,Medium,Poor,,,
13.29,7.12,High,Good,,,
10.59,6.89,High,Poor,,,
11.81,4.84,High,Fair,,,
12.32,7.02,High,Excellent,,,
10.77,7.85,Low,Excellent,,,
3.99,5.81,Medium,Poor,,,
11.01,5.72,Low,Poor,,,
10.22,5.76,Low,Good,,,
14.71,8.4,Medium,Poor,,,
13.05,8.02,Medium,Good,,,
10.51,6.32,Medium,Fair,,,
4.78,7.83,Low,Excellent,,,
5.96,5.92,High,Fair,,,
6.29,6.86,Low,Good,,,
14.16,8.24,Medium,Poor,,,
12.76,7.14,High,Fair,,,
8.64,8.37,Medium,Good,,,
14.39,8.94,Medium,Good,,,
7.37,6.22,Low,Fair,,,
4.73,6.7,Medium,Good,,,
13.81,4.29,Low,Fair,,,
6.12,8.04,Low,Excellent,,,
3.4,5.76,High,Poor,,,
3.53,6.79,Low,Fair,,,
11.22,5.19,Medium,Poor,,,
10.93,4.8,High,Good,,,
8.61,5.69,Medium,Fair,,,
1.22,7.76,High,Poor,,,
4.65,8.48,Medium,Fair,,,
7.32,8.1,Low,Poor,,,
10.58,8.03,High,Excellent,,,
8.85,5.87,High,Fair,,,
11.76,8.06,High,Excellent,,,
6.92,8.95,Low,Good,,,
6.21,4.88,Low,Fair,,,
3.57,6.04,Low,Good,,,
12.24,5.34,Medium,Fair,,,
13.87,5.99,Low,Poor,,,
2.51,4.04,Medium,Good,,,
1.31,7.53,Medium,Excellent,,,
9.19,7.49,Medium,Good,,,
3.78,4.84,Low,Poor,,,
11.61,8.11,High,Good,,,
13.97,8.69,High,Good,,,
2.34,4.41,High,Excellent,,,
10.15,7.81,High,Good,,,
14.45,8.85,Low,Poor,,,
4.1,8.37,Medium,Poor,,,
13.84,8.21,Medium,Fair,,,
6.3,4.89,Low,Excellent,,,
13.51,4.38,Low,Good,,,
3.65,4.4,High,Excellent,,,
6.49,7.65,Low,Excellent,,,
1.91,8.49,Low,Fair,,,
14.26,6.62,High,Fair,,,
10.37,6.33,High,Good,,,
1.55,6.09,Medium,Good,,,
10.07,7.43,High,Poor,,,
14.38,5.06,Low,Excellent,,,
14.92,5.85,Medium,Poor,,,
11.26,6.37,Low,Fair,,,
12.09,4.65,Medium,Excellent,,,
6.97,5.85,Low,Good,,,
5.47,4.45,Low,Fair,,,
7.7,5.62,Low,Fair,,,
2.72,8.81,Medium,Excellent,,,
1.72,4.73,Low,Fair,,,
11.13,4.31,High,Poor,,,
13.06,4.74,Low,Fair,,,
